codice;prezzo_eur_iva_esclusa;stato;origine;categoria;prodotto;variante;note
TE01-E14L;2701,50;prezzo_definitivo;NETTUNO Price List 2025.pdf p.4;bimini;Exclusive;"TE01-E14L - larghezza 350 cm (138"") - altezza 140 cm";
TE01-E15L;2746,70;prezzo_definitivo;NETTUNO Price List 2025.pdf p.4;bimini;Exclusive;"TE01-E15L - larghezza 365 cm (144"") - altezza 140 cm";
TE01-E16L;2785,40;prezzo_definitivo;NETTUNO Price List 2025.pdf p.4;bimini;Exclusive;"TE01-E16L - larghezza 380 cm (150"") - altezza 140 cm";
TE01-E17L;2824,10;prezzo_definitivo;NETTUNO Price List 2025.pdf p.4;bimini;Exclusive;"TE01-E17L - larghezza 395 cm (156"") - altezza 140 cm";
TE02-E07A;1477,50;prezzo_definitivo;NETTUNO Price List 2025.pdf p.8;bimini;Prestige;"TE02-E07A - larghezza 245 cm (96"") - altezza 140 cm";
TE02-E08A;1507,90;prezzo_definitivo;NETTUNO Price List 2025.pdf p.8;bimini;Prestige;"TE02-E08A - larghezza 260 cm (102"") - altezza 140 cm";
TE02-E09A;1538,40;prezzo_definitivo;NETTUNO Price List 2025.pdf p.8;bimini;Prestige;"TE02-E09A - larghezza 275 cm (108"") - altezza 140 cm";
TE02-E10A;1568,80;prezzo_definitivo;NETTUNO Price List 2025.pdf p.8;bimini;Prestige;"TE02-E10A - larghezza 290 cm (114"") - altezza 140 cm";
TE03-C12P;888,00;prezzo_definitivo;NETTUNO Price List 2025.pdf p.9;bimini;Fisher;"TE03-C12P - larghezza 120 cm (47"")";
TE03-C13P;912,00;prezzo_definitivo;NETTUNO Price List 2025.pdf p.9;bimini;Fisher;"TE03-C13P - larghezza 130 cm (51"")";
TE03-C14P;936,00;prezzo_definitivo;NETTUNO Price List 2025.pdf p.9;bimini;Fisher;"TE03-C14P - larghezza 140 cm (55"")";
TE04-B05F;1742,20;prezzo_definitivo;NETTUNO Price List 2025.pdf p.4;bimini;Look Up;"TE04-B05F - larghezza 185 cm (73"") - altezza 115 cm";
TE04-B06F;1766,60;prezzo_definitivo;NETTUNO Price List 2025.pdf p.4;bimini;Look Up;"TE04-B06F - larghezza 200 cm (79"") - altezza 115 cm";
TE04-B07F;1791,00;prezzo_definitivo;NETTUNO Price List 2025.pdf p.4;bimini;Look Up;"TE04-B07F - larghezza 215 cm (85"") - altezza 115 cm";
TE04-B08F;1839,70;prezzo_definitivo;NETTUNO Price List 2025.pdf p.4;bimini;Look Up;"TE04-B08F - larghezza 230 cm (91"") - altezza 115 cm";
TE04-B09F;1865,30;prezzo_definitivo;NETTUNO Price List 2025.pdf p.4;bimini;Look Up;"TE04-B09F - larghezza 245 cm (96"") - altezza 115 cm";
TE04-B10F;1906,70;prezzo_definitivo;NETTUNO Price List 2025.pdf p.4;bimini;Look Up;"TE04-B10F - larghezza 260 cm (102"") - altezza 115 cm";
TE04-B11F;1937,20;prezzo_definitivo;NETTUNO Price List 2025.pdf p.4;bimini;Look Up;"TE04-B11F - larghezza 275 cm (108"") - altezza 115 cm";
TE04-B12F;1973,70;prezzo_definitivo;NETTUNO Price List 2025.pdf p.4;bimini;Look Up;"TE04-B12F - larghezza 290 cm (114"") - altezza 115 cm";
TE04-E03H;1742,20;prezzo_definitivo;NETTUNO Price List 2025.pdf p.4;bimini;Look Up;"TE04-E03H - larghezza 185 cm (73"") - altezza 140 cm";
TE04-E04H;1766,60;prezzo_definitivo;NETTUNO Price List 2025.pdf p.4;bimini;Look Up;"TE04-E04H - larghezza 200 cm (79"") - altezza 140 cm";
TE04-E05H;1791,00;prezzo_definitivo;NETTUNO Price List 2025.pdf p.4;bimini;Look Up;"TE04-E05H - larghezza 215 cm (85"") - altezza 140 cm";
TE04-E06H;1839,70;prezzo_definitivo;NETTUNO Price List 2025.pdf p.4;bimini;Look Up;"TE04-E06H - larghezza 230 cm (91"") - altezza 140 cm";
TE04-E07H;1865,30;prezzo_definitivo;NETTUNO Price List 2025.pdf p.4;bimini;Look Up;"TE04-E07H - larghezza 245 cm (96"") - altezza 140 cm";
TE04-E08H;1906,70;prezzo_definitivo;NETTUNO Price List 2025.pdf p.4;bimini;Look Up;"TE04-E08H - larghezza 260 cm (102"") - altezza 140 cm";
TE04-E09H;1937,20;prezzo_definitivo;NETTUNO Price List 2025.pdf p.4;bimini;Look Up;"TE04-E09H - larghezza 275 cm (108"") - altezza 140 cm";
TE04-E10H;1973,70;prezzo_definitivo;NETTUNO Price List 2025.pdf p.4;bimini;Look Up;"TE04-E10H - larghezza 290 cm (114"") - altezza 140 cm";
TE05-A01A;1047,80;prezzo_definitivo;NETTUNO Price List 2025.pdf p.5;bimini;Look Up;"TE05-A01A - larghezza 150 cm (59"") - altezza 95 cm";
TE05-A02A;1072,10;prezzo_definitivo;NETTUNO Price List 2025.pdf p.5;bimini;Look Up;"TE05-A02A - larghezza 170 cm (67"") - altezza 95 cm";
TE05-A03A;1096,50;prezzo_definitivo;NETTUNO Price List 2025.pdf p.5;bimini;Look Up;"TE05-A03A - larghezza 185 cm (73"") - altezza 95 cm";
TE05-A04A;1120,90;prezzo_definitivo;NETTUNO Price List 2025.pdf p.5;bimini;Look Up;"TE05-A04A - larghezza 200 cm (79"") - altezza 95 cm";
TE05-A05A;1145,30;prezzo_definitivo;NETTUNO Price List 2025.pdf p.5;bimini;Look Up;"TE05-A05A - larghezza 215 cm (85"") - altezza 95 cm";
TE05-B04D;1072,10;prezzo_definitivo;NETTUNO Price List 2025.pdf p.5;bimini;Look Up;"TE05-B04D - larghezza 170 cm (67"") - altezza 115 cm";
TE05-B05D;1096,50;prezzo_definitivo;NETTUNO Price List 2025.pdf p.5;bimini;Look Up;"TE05-B05D - larghezza 185 cm (73"") - altezza 115 cm";
TE05-B06D;1120,90;prezzo_definitivo;NETTUNO Price List 2025.pdf p.5;bimini;Look Up;"TE05-B06D - larghezza 200 cm (79"") - altezza 115 cm";
TE05-B07D;1145,30;prezzo_definitivo;NETTUNO Price List 2025.pdf p.5;bimini;Look Up;"TE05-B07D - larghezza 215 cm (85"") - altezza 115 cm";
TE05-B08D;1187,90;prezzo_definitivo;NETTUNO Price List 2025.pdf p.5;bimini;Look Up;"TE05-B08D - larghezza 230 cm (91"") - altezza 115 cm";
TE05-B09D;1206,20;prezzo_definitivo;NETTUNO Price List 2025.pdf p.5;bimini;Look Up;"TE05-B09D - larghezza 245 cm (96"") - altezza 115 cm";
TE05-E02F;1072,10;prezzo_definitivo;NETTUNO Price List 2025.pdf p.5;bimini;Look Up;"TE05-E02F - larghezza 170 cm (67"") - altezza 140 cm";
TE05-E03F;1096,50;prezzo_definitivo;NETTUNO Price List 2025.pdf p.5;bimini;Look Up;"TE05-E03F - larghezza 185 cm (73"") - altezza 140 cm";
TE05-E04F;1120,90;prezzo_definitivo;NETTUNO Price List 2025.pdf p.5;bimini;Look Up;"TE05-E04F - larghezza 200 cm (79"") - altezza 140 cm";
TE05-E05F;1145,30;prezzo_definitivo;NETTUNO Price List 2025.pdf p.5;bimini;Look Up;"TE05-E05F - larghezza 215 cm (85"") - altezza 140 cm";
TE05-E06F;1187,90;prezzo_definitivo;NETTUNO Price List 2025.pdf p.5;bimini;Look Up;"TE05-E06F - larghezza 230 cm (91"") - altezza 140 cm";
TE05-E07F;1206,20;prezzo_definitivo;NETTUNO Price List 2025.pdf p.5;bimini;Look Up;"TE05-E07F - larghezza 245 cm (96"") - altezza 140 cm";
TE06-B05F;1347,19;prezzo_definitivo;PREZZI AGGIORNATI 01.05.26.pdf;bimini;Royal;"TE06-B05F - larghezza 185 cm (73"") - altezza 115 cm";
TE06-B06F;1390,57;prezzo_definitivo;PREZZI AGGIORNATI 01.05.26.pdf;bimini;Royal;"TE06-B06F - larghezza 200 cm (79"") - altezza 115 cm";
TE06-B07F;1433,95;prezzo_definitivo;PREZZI AGGIORNATI 01.05.26.pdf;bimini;Royal;"TE06-B07F - larghezza 215 cm (85"") - altezza 115 cm";
TE06-B08F;1479,74;prezzo_definitivo;PREZZI AGGIORNATI 01.05.26.pdf;bimini;Royal;"TE06-B08F - larghezza 230 cm (91"") - altezza 115 cm";
TE06-B09F;1523,12;prezzo_definitivo;PREZZI AGGIORNATI 01.05.26.pdf;bimini;Royal;"TE06-B09F - larghezza 245 cm (96"") - altezza 115 cm";
TE06-B10F;1566,50;prezzo_definitivo;PREZZI AGGIORNATI 01.05.26.pdf;bimini;Royal;"TE06-B10F - larghezza 260 cm (102"") - altezza 115 cm";
TE06-B11F;1609,88;prezzo_definitivo;PREZZI AGGIORNATI 01.05.26.pdf;bimini;Royal;"TE06-B11F - larghezza 275 cm (108"") - altezza 115 cm";
TE06-B12F;1653,26;prezzo_definitivo;PREZZI AGGIORNATI 01.05.26.pdf;bimini;Royal;"TE06-B12F - larghezza 290 cm (114"") - altezza 115 cm";
TE06-E03H;1347,19;prezzo_definitivo;PREZZI AGGIORNATI 01.05.26.pdf;bimini;Royal;"TE06-E03H - larghezza 185 cm (73"") - altezza 140 cm";
TE06-E04H;1390,57;prezzo_definitivo;PREZZI AGGIORNATI 01.05.26.pdf;bimini;Royal;"TE06-E04H - larghezza 200 cm (79"") - altezza 140 cm";
TE06-E05H;1433,95;prezzo_definitivo;PREZZI AGGIORNATI 01.05.26.pdf;bimini;Royal;"TE06-E05H - larghezza 215 cm (85"") - altezza 140 cm";
TE06-E06H;1479,74;prezzo_definitivo;PREZZI AGGIORNATI 01.05.26.pdf;bimini;Royal;"TE06-E06H - larghezza 230 cm (91"") - altezza 140 cm";
TE06-E07H;1523,12;prezzo_definitivo;PREZZI AGGIORNATI 01.05.26.pdf;bimini;Royal;"TE06-E07H - larghezza 245 cm (96"") - altezza 140 cm";
TE06-E08H;1566,50;prezzo_definitivo;PREZZI AGGIORNATI 01.05.26.pdf;bimini;Royal;"TE06-E08H - larghezza 260 cm (102"") - altezza 140 cm";
TE06-E09H;1609,88;prezzo_definitivo;PREZZI AGGIORNATI 01.05.26.pdf;bimini;Royal;"TE06-E09H - larghezza 275 cm (108"") - altezza 140 cm";
TE06-E10H;1653,26;prezzo_definitivo;PREZZI AGGIORNATI 01.05.26.pdf;bimini;Royal;"TE06-E10H - larghezza 290 cm (114"") - altezza 140 cm";
TE07-A01A;874,83;prezzo_definitivo;PREZZI AGGIORNATI 01.05.26.pdf;bimini;Royal;"TE07-A01A - larghezza 150 cm (59"") - altezza 95 cm";
TE07-A02A;918,21;prezzo_definitivo;PREZZI AGGIORNATI 01.05.26.pdf;bimini;Royal;"TE07-A02A - larghezza 170 cm (67"") - altezza 95 cm";
TE07-A03A;961,59;prezzo_definitivo;PREZZI AGGIORNATI 01.05.26.pdf;bimini;Royal;"TE07-A03A - larghezza 185 cm (73"") - altezza 95 cm";
TE07-A04A;1004,97;prezzo_definitivo;PREZZI AGGIORNATI 01.05.26.pdf;bimini;Royal;"TE07-A04A - larghezza 200 cm (79"") - altezza 95 cm";
TE07-A05A;1050,76;prezzo_definitivo;PREZZI AGGIORNATI 01.05.26.pdf;bimini;Royal;"TE07-A05A - larghezza 215 cm (85"") - altezza 95 cm";
TE07-B04D;918,21;prezzo_definitivo;PREZZI AGGIORNATI 01.05.26.pdf;bimini;Royal;"TE07-B04D - larghezza 170 cm (67"") - altezza 115 cm";
TE07-B05D;961,59;prezzo_definitivo;PREZZI AGGIORNATI 01.05.26.pdf;bimini;Royal;"TE07-B05D - larghezza 185 cm (73"") - altezza 115 cm";
TE07-B06D;1004,97;prezzo_definitivo;PREZZI AGGIORNATI 01.05.26.pdf;bimini;Royal;"TE07-B06D - larghezza 200 cm (79"") - altezza 115 cm";
TE07-B07D;1050,76;prezzo_definitivo;PREZZI AGGIORNATI 01.05.26.pdf;bimini;Royal;"TE07-B07D - larghezza 215 cm (85"") - altezza 115 cm";
TE07-B08D;1094,14;prezzo_definitivo;PREZZI AGGIORNATI 01.05.26.pdf;bimini;Royal;"TE07-B08D - larghezza 230 cm (91"") - altezza 115 cm";
TE07-B09D;1137,52;prezzo_definitivo;PREZZI AGGIORNATI 01.05.26.pdf;bimini;Royal;"TE07-B09D - larghezza 245 cm (96"") - altezza 115 cm";
TE07-E02F;918,21;prezzo_definitivo;PREZZI AGGIORNATI 01.05.26.pdf;bimini;Royal;"TE07-E02F - larghezza 170 cm (67"") - altezza 140 cm";
TE07-E03F;961,59;prezzo_definitivo;PREZZI AGGIORNATI 01.05.26.pdf;bimini;Royal;"TE07-E03F - larghezza 185 cm (73"") - altezza 140 cm";
TE07-E04F;1004,97;prezzo_definitivo;PREZZI AGGIORNATI 01.05.26.pdf;bimini;Royal;"TE07-E04F - larghezza 200 cm (79"") - altezza 140 cm";
TE07-E05F;1050,76;prezzo_definitivo;PREZZI AGGIORNATI 01.05.26.pdf;bimini;Royal;"TE07-E05F - larghezza 215 cm (85"") - altezza 140 cm";
TE07-E06F;1094,14;prezzo_definitivo;PREZZI AGGIORNATI 01.05.26.pdf;bimini;Royal;"TE07-E06F - larghezza 230 cm (91"") - altezza 140 cm";
TE07-E07F;1137,52;prezzo_definitivo;PREZZI AGGIORNATI 01.05.26.pdf;bimini;Royal;"TE07-E07F - larghezza 245 cm (96"") - altezza 140 cm";
TE08-B05F;846,80;prezzo_definitivo;NETTUNO Price List 2025.pdf p.6;bimini;Chic;"TE08-B05F - larghezza 185 cm (73"") - altezza 115 cm";
TE08-B06F;862,60;prezzo_definitivo;NETTUNO Price List 2025.pdf p.6;bimini;Chic;"TE08-B06F - larghezza 200 cm (79"") - altezza 115 cm";
TE08-B07F;876,00;prezzo_definitivo;NETTUNO Price List 2025.pdf p.6;bimini;Chic;"TE08-B07F - larghezza 215 cm (85"") - altezza 115 cm";
TE08-B08F;912,50;prezzo_definitivo;NETTUNO Price List 2025.pdf p.6;bimini;Chic;"TE08-B08F - larghezza 230 cm (91"") - altezza 115 cm";
TE08-B09F;928,40;prezzo_definitivo;NETTUNO Price List 2025.pdf p.6;bimini;Chic;"TE08-B09F - larghezza 245 cm (96"") - altezza 115 cm";
TE08-B10F;954,00;prezzo_definitivo;NETTUNO Price List 2025.pdf p.6;bimini;Chic;"TE08-B10F - larghezza 260 cm (102"") - altezza 115 cm";
TE08-B11F;972,30;prezzo_definitivo;NETTUNO Price List 2025.pdf p.6;bimini;Chic;"TE08-B11F - larghezza 275 cm (108"") - altezza 115 cm";
TE08-B12F;993,00;prezzo_definitivo;NETTUNO Price List 2025.pdf p.6;bimini;Chic;"TE08-B12F - larghezza 290 cm (114"") - altezza 115 cm";
TE08-E03H;846,80;prezzo_definitivo;NETTUNO Price List 2025.pdf p.6;bimini;Chic;"TE08-E03H - larghezza 185 cm (73"") - altezza 140 cm";
TE08-E04H;862,60;prezzo_definitivo;NETTUNO Price List 2025.pdf p.6;bimini;Chic;"TE08-E04H - larghezza 200 cm (79"") - altezza 140 cm";
TE08-E05H;876,00;prezzo_definitivo;NETTUNO Price List 2025.pdf p.6;bimini;Chic;"TE08-E05H - larghezza 215 cm (85"") - altezza 140 cm";
TE08-E06H;912,50;prezzo_definitivo;NETTUNO Price List 2025.pdf p.6;bimini;Chic;"TE08-E06H - larghezza 230 cm (91"") - altezza 140 cm";
TE08-E07H;928,40;prezzo_definitivo;NETTUNO Price List 2025.pdf p.6;bimini;Chic;"TE08-E07H - larghezza 245 cm (96"") - altezza 140 cm";
TE08-E08H;954,00;prezzo_definitivo;NETTUNO Price List 2025.pdf p.6;bimini;Chic;"TE08-E08H - larghezza 260 cm (102"") - altezza 140 cm";
TE08-E09H;972,30;prezzo_definitivo;NETTUNO Price List 2025.pdf p.6;bimini;Chic;"TE08-E09H - larghezza 275 cm (108"") - altezza 140 cm";
TE08-E10H;993,00;prezzo_definitivo;NETTUNO Price List 2025.pdf p.6;bimini;Chic;"TE08-E10H - larghezza 290 cm (114"") - altezza 140 cm";
TE09-A01A;594,00;prezzo_definitivo;NETTUNO Price List 2025.pdf p.6;bimini;Chic;"TE09-A01A - larghezza 150 cm (59"") - altezza 95 cm";
TE09-A02A;606,00;prezzo_definitivo;NETTUNO Price List 2025.pdf p.6;bimini;Chic;"TE09-A02A - larghezza 170 cm (67"") - altezza 95 cm";
TE09-A03A;620,00;prezzo_definitivo;NETTUNO Price List 2025.pdf p.6;bimini;Chic;"TE09-A03A - larghezza 185 cm (73"") - altezza 95 cm";
TE09-A04A;634,00;prezzo_definitivo;NETTUNO Price List 2025.pdf p.6;bimini;Chic;"TE09-A04A - larghezza 200 cm (79"") - altezza 95 cm";
TE09-A05A;646,00;prezzo_definitivo;NETTUNO Price List 2025.pdf p.6;bimini;Chic;"TE09-A05A - larghezza 215 cm (85"") - altezza 95 cm";
TE09-B04D;606,00;prezzo_definitivo;NETTUNO Price List 2025.pdf p.6;bimini;Chic;"TE09-B04D - larghezza 170 cm (67"") - altezza 115 cm";
TE09-B05D;620,00;prezzo_definitivo;NETTUNO Price List 2025.pdf p.6;bimini;Chic;"TE09-B05D - larghezza 185 cm (73"") - altezza 115 cm";
TE09-B06D;634,00;prezzo_definitivo;NETTUNO Price List 2025.pdf p.6;bimini;Chic;"TE09-B06D - larghezza 200 cm (79"") - altezza 115 cm";
TE09-B07D;646,00;prezzo_definitivo;NETTUNO Price List 2025.pdf p.6;bimini;Chic;"TE09-B07D - larghezza 215 cm (85"") - altezza 115 cm";
TE09-B08D;678,60;prezzo_definitivo;NETTUNO Price List 2025.pdf p.6;bimini;Chic;"TE09-B08D - larghezza 230 cm (91"") - altezza 115 cm";
TE09-B09D;689,60;prezzo_definitivo;NETTUNO Price List 2025.pdf p.6;bimini;Chic;"TE09-B09D - larghezza 245 cm (96"") - altezza 115 cm";
TE09-E02F;606,00;prezzo_definitivo;NETTUNO Price List 2025.pdf p.6;bimini;Chic;"TE09-E02F - larghezza 170 cm (67"") - altezza 140 cm";
TE09-E03F;620,00;prezzo_definitivo;NETTUNO Price List 2025.pdf p.6;bimini;Chic;"TE09-E03F - larghezza 185 cm (73"") - altezza 140 cm";
TE09-E04F;634,00;prezzo_definitivo;NETTUNO Price List 2025.pdf p.6;bimini;Chic;"TE09-E04F - larghezza 200 cm (79"") - altezza 140 cm";
TE09-E05F;646,00;prezzo_definitivo;NETTUNO Price List 2025.pdf p.6;bimini;Chic;"TE09-E05F - larghezza 215 cm (85"") - altezza 140 cm";
TE09-E06F;678,60;prezzo_definitivo;NETTUNO Price List 2025.pdf p.6;bimini;Chic;"TE09-E06F - larghezza 230 cm (91"") - altezza 140 cm";
TE09-E07F;689,60;prezzo_definitivo;NETTUNO Price List 2025.pdf p.6;bimini;Chic;"TE09-E07F - larghezza 245 cm (96"") - altezza 140 cm";
TE10-B03F;679,62;prezzo_definitivo;PREZZI AGGIORNATI 01.05.26.pdf;bimini;Sport Plus;"TE10-B03F - larghezza 150 cm (59"") - altezza 115 cm";
TE10-B04F;701,31;prezzo_definitivo;PREZZI AGGIORNATI 01.05.26.pdf;bimini;Sport Plus;"TE10-B04F - larghezza 170 cm (67"") - altezza 115 cm";
TE10-B05F;723,00;prezzo_definitivo;PREZZI AGGIORNATI 01.05.26.pdf;bimini;Sport Plus;"TE10-B05F - larghezza 185 cm (73"") - altezza 115 cm";
TE10-B06F;744,69;prezzo_definitivo;PREZZI AGGIORNATI 01.05.26.pdf;bimini;Sport Plus;"TE10-B06F - larghezza 200 cm (79"") - altezza 115 cm";
TE10-B07F;768,79;prezzo_definitivo;PREZZI AGGIORNATI 01.05.26.pdf;bimini;Sport Plus;"TE10-B07F - larghezza 215 cm (85"") - altezza 115 cm";
TE10-E01H;679,62;prezzo_definitivo;PREZZI AGGIORNATI 01.05.26.pdf;bimini;Sport Plus;"TE10-E01H - larghezza 150 cm (59"") - altezza 140 cm";
TE10-E02H;701,31;prezzo_definitivo;PREZZI AGGIORNATI 01.05.26.pdf;bimini;Sport Plus;"TE10-E02H - larghezza 170 cm (67"") - altezza 140 cm";
TE10-E03H;723,00;prezzo_definitivo;PREZZI AGGIORNATI 01.05.26.pdf;bimini;Sport Plus;"TE10-E03H - larghezza 185 cm (73"") - altezza 140 cm";
TE10-E04H;744,69;prezzo_definitivo;PREZZI AGGIORNATI 01.05.26.pdf;bimini;Sport Plus;"TE10-E04H - larghezza 200 cm (79"") - altezza 140 cm";
TE10-E05H;768,79;prezzo_definitivo;PREZZI AGGIORNATI 01.05.26.pdf;bimini;Sport Plus;"TE10-E05H - larghezza 215 cm (85"") - altezza 140 cm";
TE11-A01A;542,25;prezzo_definitivo;PREZZI AGGIORNATI 01.05.26.pdf;bimini;Sport Plus;"TE11-A01A - larghezza 150 cm (59"") - altezza 95 cm";
TE11-A02A;566,35;prezzo_definitivo;PREZZI AGGIORNATI 01.05.26.pdf;bimini;Sport Plus;"TE11-A02A - larghezza 170 cm (67"") - altezza 95 cm";
TE11-A03A;592,86;prezzo_definitivo;PREZZI AGGIORNATI 01.05.26.pdf;bimini;Sport Plus;"TE11-A03A - larghezza 185 cm (73"") - altezza 95 cm";
TE11-A04A;616,96;prezzo_definitivo;PREZZI AGGIORNATI 01.05.26.pdf;bimini;Sport Plus;"TE11-A04A - larghezza 200 cm (79"") - altezza 95 cm";
TE11-A05A;643,47;prezzo_definitivo;PREZZI AGGIORNATI 01.05.26.pdf;bimini;Sport Plus;"TE11-A05A - larghezza 215 cm (85"") - altezza 95 cm";
TE11-B03D;542,25;prezzo_definitivo;PREZZI AGGIORNATI 01.05.26.pdf;bimini;Sport Plus;"TE11-B03D - larghezza 150 cm (59"") - altezza 115 cm";
TE11-B04D;566,35;prezzo_definitivo;PREZZI AGGIORNATI 01.05.26.pdf;bimini;Sport Plus;"TE11-B04D - larghezza 170 cm (67"") - altezza 115 cm";
TE11-B05D;592,86;prezzo_definitivo;PREZZI AGGIORNATI 01.05.26.pdf;bimini;Sport Plus;"TE11-B05D - larghezza 185 cm (73"") - altezza 115 cm";
TE11-B06D;616,96;prezzo_definitivo;PREZZI AGGIORNATI 01.05.26.pdf;bimini;Sport Plus;"TE11-B06D - larghezza 200 cm (79"") - altezza 115 cm";
TE11-B07D;643,47;prezzo_definitivo;PREZZI AGGIORNATI 01.05.26.pdf;bimini;Sport Plus;"TE11-B07D - larghezza 215 cm (85"") - altezza 115 cm";
TE11-E01D;542,25;prezzo_definitivo;PREZZI AGGIORNATI 01.05.26.pdf;bimini;Sport Plus;"TE11-E01D - larghezza 150 cm (59"") - altezza 140 cm";
TE11-E02D;566,35;prezzo_definitivo;PREZZI AGGIORNATI 01.05.26.pdf;bimini;Sport Plus;"TE11-E02D - larghezza 170 cm (67"") - altezza 140 cm";
TE11-E03F;592,86;prezzo_definitivo;PREZZI AGGIORNATI 01.05.26.pdf;bimini;Sport Plus;"TE11-E03F - larghezza 185 cm (73"") - altezza 140 cm";
TE11-E04F;616,96;prezzo_definitivo;PREZZI AGGIORNATI 01.05.26.pdf;bimini;Sport Plus;"TE11-E04F - larghezza 200 cm (79"") - altezza 140 cm";
TE11-E05F;643,47;prezzo_definitivo;PREZZI AGGIORNATI 01.05.26.pdf;bimini;Sport Plus;"TE11-E05F - larghezza 215 cm (85"") - altezza 140 cm";
TE12-B03F;643,47;prezzo_definitivo;PREZZI AGGIORNATI 01.05.26.pdf;bimini;Sport;"TE12-B03F - larghezza 150 cm (59"") - altezza 115 cm";
TE12-B04F;665,16;prezzo_definitivo;PREZZI AGGIORNATI 01.05.26.pdf;bimini;Sport;"TE12-B04F - larghezza 170 cm (67"") - altezza 115 cm";
TE12-B05F;686,85;prezzo_definitivo;PREZZI AGGIORNATI 01.05.26.pdf;bimini;Sport;"TE12-B05F - larghezza 185 cm (73"") - altezza 115 cm";
TE12-B06F;701,31;prezzo_definitivo;PREZZI AGGIORNATI 01.05.26.pdf;bimini;Sport;"TE12-B06F - larghezza 200 cm (79"") - altezza 115 cm";
TE12-B07F;723,00;prezzo_definitivo;PREZZI AGGIORNATI 01.05.26.pdf;bimini;Sport;"TE12-B07F - larghezza 215 cm (85"") - altezza 115 cm";
TE12-E01H;643,47;prezzo_definitivo;PREZZI AGGIORNATI 01.05.26.pdf;bimini;Sport;"TE12-E01H - larghezza 150 cm (59"") - altezza 140 cm";
TE12-E02H;665,16;prezzo_definitivo;PREZZI AGGIORNATI 01.05.26.pdf;bimini;Sport;"TE12-E02H - larghezza 170 cm (67"") - altezza 140 cm";
TE12-E03H;686,85;prezzo_definitivo;PREZZI AGGIORNATI 01.05.26.pdf;bimini;Sport;"TE12-E03H - larghezza 185 cm (73"") - altezza 140 cm";
TE12-E04H;701,31;prezzo_definitivo;PREZZI AGGIORNATI 01.05.26.pdf;bimini;Sport;"TE12-E04H - larghezza 200 cm (79"") - altezza 140 cm";
TE12-E05H;723,00;prezzo_definitivo;PREZZI AGGIORNATI 01.05.26.pdf;bimini;Sport;"TE12-E05H - larghezza 215 cm (85"") - altezza 140 cm";
TE13-A01A;510,92;prezzo_definitivo;PREZZI AGGIORNATI 01.05.26.pdf;bimini;Sport;"TE13-A01A - larghezza 150 cm (59"") - altezza 95 cm";
TE13-A02A;535,02;prezzo_definitivo;PREZZI AGGIORNATI 01.05.26.pdf;bimini;Sport;"TE13-A02A - larghezza 170 cm (67"") - altezza 95 cm";
TE13-A03A;561,53;prezzo_definitivo;PREZZI AGGIORNATI 01.05.26.pdf;bimini;Sport;"TE13-A03A - larghezza 185 cm (73"") - altezza 95 cm";
TE13-A04A;585,63;prezzo_definitivo;PREZZI AGGIORNATI 01.05.26.pdf;bimini;Sport;"TE13-A04A - larghezza 200 cm (79"") - altezza 95 cm";
TE13-A05A;612,14;prezzo_definitivo;PREZZI AGGIORNATI 01.05.26.pdf;bimini;Sport;"TE13-A05A - larghezza 215 cm (85"") - altezza 95 cm";
TE13-B03D;510,92;prezzo_definitivo;PREZZI AGGIORNATI 01.05.26.pdf;bimini;Sport;"TE13-B03D - larghezza 150 cm (59"") - altezza 115 cm";
TE13-B04D;535,02;prezzo_definitivo;PREZZI AGGIORNATI 01.05.26.pdf;bimini;Sport;"TE13-B04D - larghezza 170 cm (67"") - altezza 115 cm";
TE13-B05D;561,53;prezzo_definitivo;PREZZI AGGIORNATI 01.05.26.pdf;bimini;Sport;"TE13-B05D - larghezza 185 cm (73"") - altezza 115 cm";
TE13-B06D;585,63;prezzo_definitivo;PREZZI AGGIORNATI 01.05.26.pdf;bimini;Sport;"TE13-B06D - larghezza 200 cm (79"") - altezza 115 cm";
TE13-B07D;612,14;prezzo_definitivo;PREZZI AGGIORNATI 01.05.26.pdf;bimini;Sport;"TE13-B07D - larghezza 215 cm (85"") - altezza 115 cm";
TE13-E01D;510,92;prezzo_definitivo;PREZZI AGGIORNATI 01.05.26.pdf;bimini;Sport;"TE13-E01D - larghezza 150 cm (59"") - altezza 140 cm";
TE13-E02D;535,02;prezzo_definitivo;PREZZI AGGIORNATI 01.05.26.pdf;bimini;Sport;"TE13-E02D - larghezza 170 cm (67"") - altezza 140 cm";
TE13-E03F;561,53;prezzo_definitivo;PREZZI AGGIORNATI 01.05.26.pdf;bimini;Sport;"TE13-E03F - larghezza 185 cm (73"") - altezza 140 cm";
TE13-E04F;585,63;prezzo_definitivo;PREZZI AGGIORNATI 01.05.26.pdf;bimini;Sport;"TE13-E04F - larghezza 200 cm (79"") - altezza 140 cm";
TE14-B03D;358,00;prezzo_definitivo;NETTUNO Price List 2025.pdf p.8;bimini;Elegance;"TE14-B03D - larghezza 150 cm (59"") - altezza 115 cm";
TE14-B04D;374,00;prezzo_definitivo;NETTUNO Price List 2025.pdf p.8;bimini;Elegance;"TE14-B04D - larghezza 170 cm (67"") - altezza 115 cm";
TE14-B05D;388,00;prezzo_definitivo;NETTUNO Price List 2025.pdf p.8;bimini;Elegance;"TE14-B05D - larghezza 185 cm (73"") - altezza 115 cm";
